brand,model,year,km_driven,fuel_type,transmission,number_of_owners,location,selling_price
Ford,Aspire,2015,92242,Electric,Automatic,Third,Lucknow,1.26
Hyundai,Santro,2018,160732,Petrol,Manual,First,Jaipur,1.01
Chevrolet,Cruze,2008,191175,LPG,Manual,Third,Lucknow,0.5
Mahindra,Marazzo,2008,188325,Petrol,Manual,First,Jaipur,0.54
Tata,Punch,2019,109913,Diesel,Manual,Second,Jaipur,1.52
Renault,Triber,2011,47082,Diesel,Automatic,First,Chennai,1.55
Hyundai,Venue,2012,152330,Petrol,Manual,Third,Jaipur,0.62
Toyota,Camry,2020,108613,Diesel,Manual,First,Chennai,5.78
Mahindra,KUV100,2022,103315,Petrol,Manual,Third,Delhi,1.89
Hyundai,Creta,2020,94690,Petrol,Manual,First,Lucknow,2.36
Chevrolet,Trailblazer,2016,100220,CNG,Manual,Second,Bangalore,1.03
Maruti Suzuki,Alto,2018,20389,Petrol,Automatic,Third,Delhi,1.6
Renault,Lodgy,2021,96860,Diesel,Manual,Fourth & Above,Mumbai,1.7
Hyundai,i20,2014,163757,Petrol,Automatic,Second,Pune,0.87
Ford,Freestyle,2014,195292,Petrol,Manual,First,Chennai,0.66
Nissan,Sunny,2015,163267,Diesel,Automatic,First,Hyderabad,1.1
Nissan,Evalia,2022,26797,Diesel,Manual,First,Hyderabad,5.31
Renault,Fluence,2012,116975,Petrol,Manual,First,Lucknow,0.8
Chevrolet,Tavera,2012,102169,Diesel,Manual,First,Mumbai,1.21
Nissan,GT-R,2008,71332,Petrol,Manual,First,Jaipur,3.13
Hyundai,Elantra,2021,198979,LPG,Manual,Second,Ahmedabad,1.49
Toyota,Camry,2016,143260,Petrol,Automatic,First,Lucknow,2.33
Tata,Nexon,2013,28696,Petrol,Automatic,First,Mumbai,1.67
Tata,Tiago,2016,7024,CNG,Manual,First,Ahmedabad,1.26
Mahindra,Marazzo,2010,172057,Petrol,Manual,Third,Kolkata,0.5
Honda,BR-V,2023,142656,Petrol,Manual,First,Mumbai,4.27
Maruti Suzuki,Dzire,2012,95998,Petrol,Automatic,First,Chennai,1.23
Renault,Scala,2009,163116,LPG,Manual,Fourth & Above,Hyderabad,0.5
Mahindra,Bolero,2017,10285,Electric,Manual,First,Kolkata,2.54
Honda,BR-V,2023,199187,Diesel,Automatic,Second,Bangalore,2.72
Chevrolet,Aveo,2012,12370,Diesel,Manual,Third,Chennai,0.9
Ford,Freestyle,2022,22903,Diesel,Automatic,First,Delhi,6.82
Ford,Fiesta,2020,168571,Diesel,Manual,Fourth & Above,Ahmedabad,1.26
Maruti Suzuki,Wagon R,2020,102904,Petrol,Automatic,Second,Delhi,2.07
Nissan,GT-R,2023,27995,Electric,Manual,First,Pune,18.65
Hyundai,Santro,2020,110160,Petrol,Manual,First,Hyderabad,2.19
Mahindra,Marazzo,2022,171272,Petrol,Automatic,Second,Hyderabad,1.78
Mahindra,Thar,2021,93377,LPG,Manual,Third,Mumbai,2.11
Renault,Kwid,2015,149638,Diesel,Manual,First,Ahmedabad,0.56
Renault,Duster,2018,42822,Petrol,Manual,Second,Jaipur,1.75
Ford,Aspire,2009,112412,Petrol,Manual,First,Hyderabad,1.17
Ford,Aspire,2015,56222,Diesel,Automatic,Second,Ahmedabad,1.62
Toyota,Fortuner,2011,99088,Diesel,Manual,Second,Chennai,1.88
Toyota,Camry,2017,95450,Diesel,Automatic,First,Ahmedabad,5.45
Nissan,GT-R,2017,186740,Petrol,Manual,Second,Bangalore,2.17
Toyota,Urban Cruiser,2022,114366,Electric,Manual,Third,Mumbai,4.27
Hyundai,Creta,2008,115078,Petrol,Automatic,First,Ahmedabad,1.75
Hyundai,Venue,2020,68853,Diesel,Manual,Second,Pune,2.79
Mahindra,XUV500,2012,190715,Diesel,Automatic,First,Jaipur,0.76
Tata,Tigor,2020,128794,Petrol,Manual,Second,Bangalore,1.51
Hyundai,Elantra,2008,158405,Petrol,Manual,Second,Ahmedabad,0.82
Honda,Civic,2014,152030,LPG,Manual,First,Jaipur,0.87
Ford,Aspire,2015,57442,LPG,Manual,Second,Jaipur,1.02
Renault,Pulse,2010,157026,Petrol,Manual,First,Hyderabad,0.61
Toyota,Yaris,2010,14675,LPG,Manual,Third,Lucknow,1.3
Mahindra,XUV700,2014,94590,Petrol,Manual,First,Bangalore,1.35
Maruti Suzuki,Alto,2011,113570,Diesel,Manual,First,Bangalore,0.93
Renault,Fluence,2010,36661,Petrol,Manual,Second,Delhi,1.54
Honda,Amaze,2022,69289,LPG,Manual,Second,Mumbai,3.28
Toyota,Corolla,2015,22184,Petrol,Manual,First,Delhi,2.71
Honda,Amaze,2010,52963,Diesel,Manual,Fourth & Above,Kolkata,0.98
Ford,Freestyle,2020,161894,CNG,Manual,Second,Mumbai,1.64
Ford,Fiesta,2021,198375,Petrol,Manual,Fourth & Above,Lucknow,0.78
Nissan,Kicks,2014,10267,Diesel,Manual,First,Chennai,2.02
Mahindra,Thar,2009,188719,Petrol,Manual,First,Lucknow,0.72
Renault,Triber,2018,67814,Diesel,Automatic,First,Lucknow,1.94
Chevrolet,Spark,2018,41025,Petrol,Manual,Fourth & Above,Mumbai,1.23
Chevrolet,Aveo,2008,126246,Diesel,Manual,First,Lucknow,0.84
Renault,Captur,2019,82605,LPG,Automatic,Fourth & Above,Ahmedabad,1.23
Maruti Suzuki,Baleno,2013,137053,Petrol,Manual,Second,Kolkata,0.84
Mahindra,KUV100,2015,48436,Petrol,Manual,First,Lucknow,0.86
Honda,WR-V,2008,154544,Diesel,Automatic,First,Chennai,1.31
Maruti Suzuki,Dzire,2020,155408,CNG,Manual,Second,Bangalore,1.72
Tata,Nexon,2017,161659,Electric,Automatic,Second,Jaipur,1.39
Renault,Scala,2019,82192,Petrol,Automatic,First,Pune,2.25
Honda,BR-V,2016,189085,Petrol,Manual,Third,Mumbai,0.74
Chevrolet,Beat,2022,125591,CNG,Automatic,First,Ahmedabad,1.76
Hyundai,Santro,2010,89511,CNG,Automatic,Third,Lucknow,0.59
Nissan,Sunny,2010,14665,Diesel,Manual,Second,Delhi,1.38
Chevrolet,Enjoy,2011,163169,Petrol,Automatic,First,Jaipur,0.65
Mahindra,Bolero,2018,96277,Petrol,Manual,First,Hyderabad,1.9
Ford,Endeavour,2022,57474,Petrol,Manual,Second,Bangalore,4.81
Hyundai,Verna,2008,161257,LPG,Manual,First,Chennai,0.77
Nissan,Magnite,2016,80911,Petrol,Manual,Fourth & Above,Bangalore,1.02
Nissan,Evalia,2018,97643,Diesel,Manual,First,Pune,2.56
Tata,Safari,2010,35484,Diesel,Manual,Fourth & Above,Jaipur,1.15
Tata,Punch,2020,106165,Petrol,Manual,Third,Lucknow,1.26
Toyota,Camry,2017,181682,Petrol,Manual,Second,Jaipur,1.79
Chevrolet,Tavera,2023,186879,Diesel,Manual,First,Mumbai,2.21
Chevrolet,Cruze,2011,186979,Petrol,Manual,First,Lucknow,0.5
Chevrolet,Aveo,2008,193461,Petrol,Manual,Second,Pune,0.5
Toyota,Etios,2011,30835,Petrol,Automatic,First,Mumbai,2.29
Maruti Suzuki,Baleno,2020,101453,CNG,Manual,Second,Chennai,2.25
Nissan,Micra,2008,58790,Electric,Manual,Second,Hyderabad,1.35
Hyundai,Tucson,2012,14643,Diesel,Manual,First,Chennai,2.45
Mahindra,XUV300,2012,80846,CNG,Manual,First,Jaipur,0.89
Nissan,Evalia,2021,155023,Diesel,Manual,First,Lucknow,1.9
Tata,Harrier,2018,151305,Diesel,Automatic,First,Kolkata,1.73
Honda,BR-V,2014,18200,Electric,Automatic,Third,Jaipur,2.88
Ford,Ikon,2021,57275,Diesel,Manual,Second,Mumbai,3.18
Toyota,Yaris,2015,94001,Petrol,Manual,First,Chennai,1.6
Renault,Duster,2011,157363,Electric,Manual,Third,Hyderabad,0.71
Honda,Accord,2014,47448,CNG,Manual,First,Delhi,3.03
Mahindra,XUV300,2011,166652,Petrol,Manual,First,Jaipur,0.68
Chevrolet,Spark,2010,96685,Electric,Manual,First,Bangalore,0.96
Tata,Tigor,2022,157418,Petrol,Manual,Fourth & Above,Chennai,1.06
Tata,Altroz,2013,15619,Petrol,Manual,Fourth & Above,Chennai,0.83
Tata,Tiago,2011,110454,Diesel,Automatic,Second,Ahmedabad,0.81
Chevrolet,Beat,2021,6766,Petrol,Manual,First,Delhi,2.82
Renault,Fluence,2010,8549,Diesel,Automatic,First,Kolkata,1.96
Toyota,Camry,2022,154765,Petrol,Manual,Second,Delhi,4.87
Honda,Amaze,2022,198091,Petrol,Manual,First,Pune,1.93
Chevrolet,Cruze,2016,112938,Diesel,Manual,First,Jaipur,0.92
Mahindra,Bolero,2012,132673,Diesel,Automatic,Second,Jaipur,0.78
Toyota,Corolla,2020,53328,Petrol,Automatic,First,Mumbai,7.33
Mahindra,Marazzo,2021,30301,Electric,Manual,First,Chennai,5.21
Toyota,Innova,2014,49763,Diesel,Manual,First,Chennai,2.32
Renault,Scala,2019,156837,Petrol,Manual,Second,Mumbai,1.38
Ford,Endeavour,2021,49787,Petrol,Manual,Fourth & Above,Lucknow,2.0
Mahindra,XUV500,2013,125675,CNG,Manual,First,Delhi,1.04
Chevrolet,Aveo,2017,12425,Diesel,Manual,First,Pune,2.23
Toyota,Yaris,2023,17857,Petrol,Manual,First,Lucknow,5.12
Tata,Altroz,2022,188843,Petrol,Manual,First,Bangalore,1.54
Nissan,Magnite,2012,97999,Diesel,Manual,Second,Jaipur,0.85
Tata,Punch,2014,158516,Petrol,Manual,First,Bangalore,0.8
Maruti Suzuki,Dzire,2018,46457,Diesel,Manual,First,Bangalore,2.44
Ford,Endeavour,2013,136776,LPG,Manual,Second,Jaipur,0.95
Ford,Fiesta,2017,10452,Petrol,Automatic,First,Bangalore,3.7
Tata,Tigor,2009,116153,LPG,Manual,Fourth & Above,Pune,0.5
Honda,Amaze,2020,43862,LPG,Manual,First,Pune,2.72
Renault,Triber,2020,197543,LPG,Manual,First,Mumbai,1.05
Mahindra,XUV300,2020,23300,Electric,Automatic,First,Hyderabad,6.03
Chevrolet,Trailblazer,2010,145638,CNG,Manual,First,Jaipur,0.68
Ford,Freestyle,2009,143573,Diesel,Automatic,Third,Jaipur,0.76
Tata,Harrier,2019,6845,Diesel,Manual,Second,Jaipur,3.5
Tata,Harrier,2010,124342,Diesel,Manual,First,Delhi,1.27
Renault,Duster,2008,44181,LPG,Manual,Second,Mumbai,1.18
Renault,Scala,2015,193335,Petrol,Manual,Fourth & Above,Pune,0.5
Hyundai,Santro,2023,199110,Petrol,Manual,First,Pune,1.94
Hyundai,i20,2013,39404,Petrol,Manual,First,Chennai,1.51
Honda,City,2023,27564,CNG,Manual,First,Ahmedabad,6.24
Honda,BR-V,2020,102898,CNG,Manual,Third,Kolkata,1.91
Maruti Suzuki,Alto,2009,193507,Diesel,Manual,First,Hyderabad,0.54
Honda,Jazz,2015,23227,Petrol,Manual,First,Jaipur,1.73
Toyota,Urban Cruiser,2013,100259,Diesel,Manual,First,Mumbai,1.94
Renault,Captur,2023,129451,Petrol,Manual,Second,Jaipur,2.3
Chevrolet,Aveo,2014,183547,Diesel,Manual,Second,Chennai,0.5
Toyota,Fortuner,2018,22215,Petrol,Manual,First,Hyderabad,5.39
Mahindra,KUV100,2008,135577,Electric,Manual,First,Chennai,0.84
Tata,Punch,2014,76074,Diesel,Manual,Fourth & Above,Chennai,0.79
Honda,Amaze,2010,157771,Diesel,Manual,First,Chennai,1.14
Tata,Nexon,2018,113621,Diesel,Manual,First,Pune,1.88
Ford,Mustang,2019,148526,Diesel,Manual,Second,Kolkata,3.29
Maruti Suzuki,Vitara Brezza,2015,184289,Petrol,Automatic,Second,Delhi,0.89
Ford,Fiesta,2013,111759,Diesel,Manual,First,Jaipur,1.26
Maruti Suzuki,Vitara Brezza,2011,133471,LPG,Manual,First,Pune,0.87
Hyundai,Venue,2018,26711,Diesel,Automatic,Second,Lucknow,2.55
Tata,Nexon,2015,151131,Diesel,Manual,Second,Pune,0.79
Maruti Suzuki,Alto,2016,53398,Electric,Automatic,Third,Jaipur,1.28
Nissan,Magnite,2017,6286,CNG,Manual,Second,Mumbai,2.17
Toyota,Yaris,2009,170369,Diesel,Manual,First,Hyderabad,1.09
Maruti Suzuki,Ertiga,2023,113304,Diesel,Manual,Second,Bangalore,2.99
Maruti Suzuki,Ertiga,2022,109959,LPG,Automatic,First,Chennai,2.96
Toyota,Fortuner,2013,162557,Electric,Manual,Third,Mumbai,1.63
Tata,Nexon,2012,64967,Electric,Manual,Second,Bangalore,1.53
Tata,Hexa,2012,102803,Diesel,Manual,First,Hyderabad,1.24
Toyota,Urban Cruiser,2017,134745,Petrol,Manual,Second,Pune,1.7
Ford,Fiesta,2018,59583,Petrol,Manual,First,Mumbai,2.59
Nissan,X-Trail,2010,129077,Petrol,Manual,First,Jaipur,1.1
Chevrolet,Captiva,2019,187702,LPG,Manual,First,Chennai,0.89
Mahindra,Marazzo,2015,116359,LPG,Manual,Second,Hyderabad,0.71
Nissan,Evalia,2021,32086,Diesel,Automatic,First,Chennai,4.35
Tata,Punch,2015,152556,Diesel,Manual,First,Hyderabad,0.85
Chevrolet,Enjoy,2023,109132,Petrol,Automatic,Second,Kolkata,2.19
Hyundai,Santro,2019,64263,Diesel,Manual,First,Mumbai,2.74
Honda,Jazz,2012,154747,Diesel,Manual,Second,Chennai,0.86
Maruti Suzuki,Alto,2015,125155,Diesel,Manual,First,Bangalore,0.87
Toyota,Fortuner,2017,65664,Petrol,Manual,First,Pune,3.37
Toyota,Glanza,2022,160752,Diesel,Manual,First,Pune,2.98
Maruti Suzuki,Ciaz,2015,153149,Petrol,Automatic,Third,Mumbai,0.77
Honda,City,2010,125474,Electric,Manual,First,Delhi,1.92
Mahindra,XUV300,2023,174246,Petrol,Manual,First,Delhi,2.37
Honda,Amaze,2009,81968,LPG,Manual,Second,Lucknow,0.81
Chevrolet,Enjoy,2016,139563,Petrol,Manual,Third,Chennai,0.58
Honda,City,2009,182198,Petrol,Manual,First,Jaipur,0.76
Chevrolet,Captiva,2016,139464,Diesel,Automatic,Second,Delhi,1.1
Honda,CR-V,2011,198329,CNG,Manual,Second,Ahmedabad,0.79
Mahindra,Marazzo,2019,72804,Diesel,Manual,First,Mumbai,3.23
Mahindra,Bolero,2020,43400,Petrol,Manual,First,Ahmedabad,3.66
Tata,Tigor,2009,172623,Petrol,Manual,First,Bangalore,0.58
Maruti Suzuki,Ciaz,2017,33088,Diesel,Automatic,First,Kolkata,2.93
Mahindra,XUV700,2008,161537,Petrol,Manual,Second,Mumbai,0.9
Chevrolet,Aveo,2011,184227,Petrol,Manual,First,Mumbai,0.57
Mahindra,XUV300,2016,92893,Diesel,Automatic,First,Pune,2.01
Tata,Safari,2019,10969,Petrol,Manual,First,Bangalore,4.06
Toyota,Yaris,2016,13981,Petrol,Manual,First,Ahmedabad,2.95
Chevrolet,Cruze,2011,157104,Petrol,Manual,First,Chennai,0.75
Tata,Safari,2016,59091,Electric,Manual,Third,Pune,1.93
Ford,EcoSport,2022,112154,Petrol,Manual,First,Lucknow,2.74
Ford,Mustang,2019,29408,LPG,Manual,First,Jaipur,4.64
Hyundai,i20,2013,160313,Petrol,Automatic,First,Ahmedabad,0.87
Honda,City,2008,52940,CNG,Manual,Second,Chennai,1.58
Maruti Suzuki,Baleno,2017,187177,Petrol,Manual,First,Lucknow,1.02
Renault,Scala,2020,197122,Diesel,Manual,Second,Ahmedabad,0.78
Nissan,Micra,2021,8657,CNG,Manual,First,Hyderabad,3.5
Tata,Nexon,2013,26230,CNG,Manual,Second,Kolkata,1.03
Toyota,Yaris,2016,154752,CNG,Automatic,Third,Hyderabad,0.98
Nissan,Evalia,2020,89731,CNG,Manual,First,Hyderabad,2.42
Toyota,Camry,2009,178412,Petrol,Manual,Second,Lucknow,1.0
Nissan,GT-R,2013,172022,Diesel,Manual,First,Delhi,2.49
Tata,Tigor,2009,143939,Diesel,Automatic,First,Hyderabad,0.87
Renault,Scala,2011,9329,LPG,Manual,First,Bangalore,1.06
Nissan,Micra,2023,40865,Petrol,Manual,Second,Ahmedabad,3.5
Tata,Punch,2022,42869,LPG,Manual,First,Ahmedabad,2.34
Mahindra,Scorpio,2023,125185,Diesel,Automatic,Second,Jaipur,2.82
Renault,Scala,2015,88984,Diesel,Automatic,First,Chennai,0.91
Chevrolet,Aveo,2020,130172,Petrol,Automatic,First,Lucknow,1.53
Toyota,Camry,2014,106069,Diesel,Automatic,First,Bangalore,3.0
Ford,Aspire,2018,94711,Diesel,Manual,Second,Jaipur,1.61
Honda,Accord,2019,71252,Diesel,Manual,First,Jaipur,5.31
Ford,Fiesta,2020,84386,LPG,Manual,First,Delhi,3.07
Renault,Lodgy,2016,123728,Diesel,Manual,First,Pune,1.19
Chevrolet,Enjoy,2014,137783,Diesel,Manual,First,Bangalore,1.02
Toyota,Camry,2008,30801,LPG,Automatic,First,Kolkata,2.9
Chevrolet,Tavera,2009,95709,Diesel,Manual,First,Delhi,1.06
Nissan,Evalia,2023,58270,Diesel,Manual,First,Chennai,4.5
Toyota,Innova,2013,60535,Petrol,Automatic,First,Bangalore,2.78
Nissan,Kicks,2014,21220,Petrol,Manual,First,Delhi,2.26
Tata,Altroz,2010,18392,Diesel,Manual,Second,Pune,1.41
Renault,Fluence,2016,138318,LPG,Manual,First,Bangalore,0.8
Tata,Tiago,2020,25010,Petrol,Manual,First,Chennai,2.39
Hyundai,Tucson,2022,131951,Petrol,Automatic,Second,Pune,4.38
Chevrolet,Tavera,2014,73358,Diesel,Manual,First,Kolkata,1.07
Nissan,Kicks,2021,153306,Petrol,Automatic,Fourth & Above,Chennai,1.84
Mahindra,KUV100,2013,101190,Diesel,Manual,First,Chennai,1.03
Tata,Safari,2020,120795,Diesel,Manual,Second,Delhi,2.46
Hyundai,Venue,2013,185523,Petrol,Manual,Second,Lucknow,0.5
Maruti Suzuki,Wagon R,2008,127790,LPG,Manual,Third,Chennai,0.5
Ford,Aspire,2020,130223,Diesel,Manual,Fourth & Above,Ahmedabad,1.39
Toyota,Yaris,2023,80205,Diesel,Manual,First,Kolkata,6.44
Hyundai,Verna,2012,157856,Petrol,Manual,First,Lucknow,0.87
Renault,Fluence,2017,165744,Diesel,Manual,Second,Lucknow,0.84
Tata,Tigor,2010,6082,LPG,Manual,First,Ahmedabad,0.96
Renault,Scala,2014,147220,Petrol,Manual,Second,Pune,0.54
Ford,EcoSport,2017,163566,Petrol,Manual,First,Lucknow,1.08
Mahindra,XUV300,2010,80093,Petrol,Manual,Second,Kolkata,0.79
Chevrolet,Tavera,2012,56952,Petrol,Automatic,First,Chennai,1.37
Chevrolet,Trailblazer,2014,41719,Petrol,Automatic,First,Lucknow,1.51
Renault,Captur,2021,53737,Petrol,Automatic,Fourth & Above,Jaipur,1.98
Nissan,Kicks,2010,195525,LPG,Automatic,First,Lucknow,0.62
Mahindra,Scorpio,2020,112271,Diesel,Manual,First,Kolkata,2.87
Chevrolet,Tavera,2020,175608,Petrol,Manual,First,Lucknow,1.18
Mahindra,Marazzo,2017,186676,CNG,Automatic,Third,Pune,0.64
Hyundai,i20,2009,186905,Petrol,Manual,Second,Hyderabad,0.68
Mahindra,XUV700,2013,150111,Diesel,Manual,Second,Mumbai,0.95
Honda,Amaze,2015,72839,Petrol,Automatic,First,Jaipur,1.5
Ford,EcoSport,2011,52931,Petrol,Manual,First,Ahmedabad,1.41
Chevrolet,Tavera,2016,44925,LPG,Manual,First,Kolkata,1.07
Mahindra,Marazzo,2019,187075,Petrol,Manual,First,Bangalore,1.29
Renault,Fluence,2019,184969,CNG,Manual,First,Kolkata,0.93
Maruti Suzuki,Baleno,2022,92745,Diesel,Automatic,Second,Kolkata,3.04
Honda,Amaze,2015,131298,Petrol,Manual,First,Jaipur,1.18
Honda,Amaze,2014,98709,Diesel,Automatic,First,Hyderabad,1.52
Nissan,X-Trail,2021,47287,Diesel,Automatic,First,Delhi,5.97
Mahindra,Bolero,2014,169084,Petrol,Manual,First,Kolkata,0.7
Nissan,Micra,2010,112252,Petrol,Manual,First,Jaipur,0.75
Nissan,GT-R,2021,177855,Petrol,Manual,First,Delhi,4.66
Maruti Suzuki,Alto,2013,114323,LPG,Automatic,First,Ahmedabad,0.68
Hyundai,Elantra,2020,182563,Diesel,Manual,Third,Bangalore,1.66
Mahindra,XUV700,2020,194656,Petrol,Automatic,First,Chennai,1.71
Tata,Nexon,2012,17803,LPG,Manual,Second,Delhi,1.06
Chevrolet,Trailblazer,2008,185697,Petrol,Manual,First,Jaipur,0.54
Nissan,Magnite,2018,123819,Petrol,Automatic,Second,Pune,1.95
Ford,Fiesta,2010,98361,Petrol,Manual,First,Jaipur,1.4
Toyota,Corolla,2020,18698,Diesel,Manual,First,Ahmedabad,6.78
Ford,Freestyle,2019,170632,Petrol,Manual,First,Jaipur,1.39
Maruti Suzuki,Vitara Brezza,2008,20376,Diesel,Automatic,First,Kolkata,1.82
Maruti Suzuki,Dzire,2011,18117,LPG,Automatic,Third,Pune,1.11
Renault,Duster,2017,192453,Petrol,Automatic,Second,Hyderabad,0.69
Hyundai,Creta,2010,174028,Petrol,Manual,First,Kolkata,0.87
Chevrolet,Beat,2018,53786,Petrol,Manual,First,Mumbai,2.14
Nissan,Sunny,2011,118005,Diesel,Manual,First,Jaipur,1.11
Ford,Endeavour,2016,71480,LPG,Manual,Second,Delhi,1.79
Toyota,Innova,2010,167767,Petrol,Manual,Second,Hyderabad,1.22
Maruti Suzuki,Vitara Brezza,2019,137583,Petrol,Manual,First,Ahmedabad,2.25
Maruti Suzuki,Ertiga,2013,58233,Petrol,Manual,First,Ahmedabad,1.39
Hyundai,Venue,2013,116022,Petrol,Automatic,First,Mumbai,1.56
Toyota,Camry,2014,158574,Diesel,Automatic,First,Lucknow,1.78
Toyota,Urban Cruiser,2016,186082,Petrol,Automatic,First,Hyderabad,1.2
Hyundai,Tucson,2019,97529,Petrol,Manual,Second,Jaipur,2.35
Maruti Suzuki,Alto,2014,182561,Diesel,Manual,Second,Bangalore,0.5
Chevrolet,Captiva,2021,105919,Petrol,Manual,First,Ahmedabad,2.68
Mahindra,Bolero,2008,88533,Diesel,Manual,Third,Ahmedabad,0.75
Mahindra,XUV300,2023,168021,Petrol,Manual,First,Jaipur,2.32
Hyundai,i20,2022,74407,LPG,Automatic,First,Ahmedabad,3.94
Toyota,Innova,2015,78809,Petrol,Manual,Third,Kolkata,1.52
Nissan,Sunny,2012,22229,LPG,Manual,First,Kolkata,1.16
Hyundai,Tucson,2016,163457,Petrol,Manual,First,Bangalore,1.58
Chevrolet,Enjoy,2017,47176,CNG,Manual,First,Pune,1.28
Hyundai,Creta,2020,99825,Petrol,Manual,Second,Lucknow,2.59
Honda,Civic,2022,139332,Diesel,Manual,First,Bangalore,4.81
Ford,Freestyle,2019,102555,Petrol,Manual,Second,Delhi,2.52
Toyota,Etios,2012,8145,Diesel,Manual,First,Hyderabad,1.77
Renault,Duster,2012,102289,Diesel,Manual,First,Lucknow,0.85
Renault,Lodgy,2022,143874,Diesel,Manual,First,Bangalore,1.85
Toyota,Fortuner,2019,7263,Diesel,Manual,First,Chennai,6.44
Chevrolet,Trailblazer,2019,162985,Petrol,Manual,Third,Lucknow,0.89
Honda,Amaze,2021,62788,Petrol,Automatic,Third,Ahmedabad,3.17
Honda,Accord,2009,144227,Diesel,Manual,First,Mumbai,2.72
Maruti Suzuki,Vitara Brezza,2019,136994,Petrol,Manual,First,Jaipur,2.11
Ford,EcoSport,2018,156744,Petrol,Automatic,First,Pune,1.77
Mahindra,XUV500,2010,174598,Petrol,Manual,Second,Delhi,0.75
Tata,Punch,2017,50344,Petrol,Automatic,First,Bangalore,2.34
Chevrolet,Spark,2016,127819,Diesel,Automatic,Second,Kolkata,0.75
Tata,Tiago,2014,155086,Diesel,Manual,First,Pune,0.69
Tata,Altroz,2008,78352,LPG,Automatic,Second,Jaipur,0.81
Toyota,Yaris,2010,45324,Petrol,Manual,Second,Delhi,2.04
Renault,Scala,2019,99075,LPG,Manual,First,Kolkata,1.44
Renault,Triber,2009,174770,Diesel,Automatic,Second,Hyderabad,0.62
Mahindra,XUV700,2008,82169,LPG,Automatic,Second,Hyderabad,1.5
Toyota,Corolla,2016,28384,CNG,Manual,Second,Chennai,2.43
Tata,Punch,2015,8512,Diesel,Manual,First,Bangalore,1.33
Nissan,Micra,2022,142138,Petrol,Manual,First,Ahmedabad,1.68
Renault,Lodgy,2012,167572,Petrol,Manual,Third,Delhi,0.5
Chevrolet,Aveo,2018,128775,Petrol,Manual,Second,Kolkata,0.95
Chevrolet,Aveo,2019,83743,Electric,Automatic,Second,Lucknow,1.67
Maruti Suzuki,Swift,2009,90642,Electric,Manual,First,Kolkata,1.31
Hyundai,Venue,2008,134587,Diesel,Manual,First,Mumbai,1.35
Nissan,Sunny,2014,84858,LPG,Manual,Fourth & Above,Hyderabad,0.6
Renault,Triber,2020,59800,LPG,Manual,First,Chennai,2.13
Honda,CR-V,2018,199212,Diesel,Manual,Third,Lucknow,1.09
Renault,Kwid,2018,105364,Diesel,Manual,First,Delhi,1.37
Maruti Suzuki,Ertiga,2022,7387,Diesel,Automatic,First,Ahmedabad,5.32
Chevrolet,Aveo,2023,192232,Diesel,Manual,First,Chennai,1.52
Tata,Nexon,2009,195313,Petrol,Manual,Third,Mumbai,0.5
Honda,CR-V,2008,137871,Diesel,Automatic,Third,Ahmedabad,1.42
Toyota,Etios,2009,124095,Diesel,Manual,Second,Hyderabad,1.25
Ford,Ikon,2014,40548,Diesel,Manual,First,Bangalore,1.33
Tata,Nexon,2014,169967,LPG,Automatic,First,Bangalore,0.7
Ford,EcoSport,2017,95450,Petrol,Manual,Second,Hyderabad,1.7
Nissan,Sunny,2013,110669,Petrol,Manual,First,Delhi,1.02
Hyundai,Verna,2012,85171,CNG,Automatic,Second,Kolkata,1.23
Honda,Amaze,2010,176451,Diesel,Automatic,Second,Hyderabad,0.74
Mahindra,Thar,2021,50414,Petrol,Manual,First,Pune,4.42
Honda,Jazz,2019,78071,Diesel,Manual,Second,Lucknow,2.51
Renault,Duster,2010,117808,Diesel,Manual,Second,Hyderabad,0.94
Chevrolet,Enjoy,2018,83591,LPG,Manual,Third,Delhi,1.12
Renault,Captur,2020,9297,Diesel,Manual,First,Hyderabad,4.38
Renault,Duster,2019,114513,Petrol,Automatic,Second,Delhi,2.19
Nissan,Evalia,2016,133668,Diesel,Manual,First,Hyderabad,1.13
Tata,Altroz,2011,91479,LPG,Manual,First,Ahmedabad,0.9
Mahindra,KUV100,2016,103752,Diesel,Manual,First,Lucknow,1.06
Mahindra,Thar,2023,141080,CNG,Automatic,First,Ahmedabad,3.01
Renault,Scala,2023,120481,Petrol,Manual,First,Kolkata,2.5
Ford,Aspire,2011,152892,LPG,Manual,First,Hyderabad,0.72
Nissan,Micra,2009,158325,CNG,Automatic,Third,Ahmedabad,0.51
Renault,Lodgy,2022,165274,Diesel,Manual,First,Chennai,2.06
Hyundai,Elantra,2011,165308,Petrol,Manual,First,Delhi,1.24
Chevrolet,Spark,2013,72156,LPG,Manual,First,Hyderabad,0.82
Tata,Altroz,2013,65263,Diesel,Automatic,First,Mumbai,2.09
Toyota,Urban Cruiser,2012,123996,LPG,Automatic,First,Delhi,1.42
Hyundai,i10,2022,104252,Petrol,Manual,First,Lucknow,2.68
Ford,Ikon,2022,123632,Petrol,Manual,Third,Hyderabad,1.99
Honda,Accord,2008,79855,Petrol,Manual,Second,Lucknow,1.71
Honda,Civic,2010,21575,Diesel,Manual,First,Mumbai,2.23
Hyundai,Verna,2012,17204,Diesel,Automatic,First,Hyderabad,2.74
Renault,Fluence,2013,16952,Diesel,Manual,First,Kolkata,1.46
